id,title,href,price,area_m2,n_room,n_wc,district,city,published_date,image_path,Diện tích,Mức giá,description,lat,long,Mặt tiền,Đường vào,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất
37512867,Cập nhật quỹ căn Royal City (T7/23) từ 1PN đến 4PN rẻ và đẹp nhất thị trường full nội thất hiện đại,/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/cap-nhat-300-tu-1pn-4pn-re-dep-nhat-t6-23-full-noi-that-hien-dai-tro-vay-70-pr37512867,"5,8 tỷ",130.0,3.0,,Thanh Xuân,Hà Nội,2023-07-29,"['37512867-1.jpg', '37512867-2.jpg', '37512867-3.jpg', '37512867-4.jpg']",130 m²,"5,8 tỷ","Tổng hợp Toàn bộ quỹ 350 căn chuyển nhượng cắt lỗ rẻ đẹp nhất Royal City cập nhật tháng 07/2023. LH: 0906 663 ***.1) Tòa R1 và R2 - Royal City.- Căn 88,3m² ban công TB, giá 4,3 tỷ - 4,6 tỷ có sổ đỏ bao tên.- Căn 96,3m² ban công ĐB giá 4,6 5,2tỷ full đồ đẹp cả 3PN thoáng sáng, view bể bơi.- Căn 109m² ban công ĐN giá 4,6-5 tỷ tùy tầng, tùy nội thất view khuôn viên.- Căn 109m² thiết kế 3 ngủ, giá 5 tỷ.- Căn 114,52m² ban công Tây Bắc giá 4,7- 5,2 tỷ căn 2PN siêu đẹp, 3 phòng thoáng sáng.- Căn 145,2m² ban công ĐN giá 6 - 7 tỷ view bể bơi.- Căn 89,6m² ban công ĐB giá 4,4- 5 tỷ view bể bơi.- Căn DT 124,6m² ban công chính Nam giá 5,2-6 tỷ view bể bơi.- Căn 181.4m² ban công ĐN ĐB giá 10 - 11,5 tỷ căn góc, 3PN thoáng sáng.- Căn 110m² ban công ĐN giá bán 4,7 - 5 tỷ tùy tầng, view bể bơi, full đồ.2) Tòa R3 - Royal City:- Căn 109m² giá 6 6,5 tỷ bao tên.- Căn 121m² - 123m. 3PN, Giá 6,5tỷ - 7 tỷ bao tên.- Căn 131.4m², 3PN view quảng trường, giá 8.5 9,2tỷ bao tên.- Căn 157m² - 175m² - 195m², 3PN view quảng trường, giá 10 - 14 tỷ bao tên.- Căn 175m², ban công ĐN view quảng trường, giá 15 tỷ.- Căn 221m² căn góc vip, 4PN view quảng trường. Giá 17 - 19 tỷ.3) Tòa R4 và R5 - Royal city.- Căn 102m² thiết kế 3 ngủ, view quảng trường, giá 4,7 tỷ full nội thất.- Căn 107m² ban công Tây Nam, cửa Đông Bắc giá 4,6- 5 tỷ (sửa được 3PN).- Căn 112.4m ban công TB giá 4,8-5,2 tỷ bao tên.- Căn 131.5m giá 6 tỷ bao tên (căn góc 3PN thoáng).- Căn 132m, 3PN giá 6tỷ bao tên.- Căn 137.6m² 3PN giá 7 - 8 tỷ bao tên.- Căn 102.1m² sửa 3PN giá 4.5-5 tỷ bao tên.- Căn 104.9m ban công ĐN giá 4,7-5 tỷ.- Căn góc 133m ban công ĐN - ĐB, sổ đỏ, đủ nội thất giá 6,5-7,5tỷ bao tên.- Căn 93m ban công ĐB giá 4,5-4,8 tỷ bao tên. Full đồ.- Căn 112.4m ban công ĐN giá 4,9 - 6 tỷ bao tên.3) Tòa R6 - Royal city.- Căn 55m 1PN view đẹp full đồ giá bán 2,8- 3 tỷ bao phí.- Căn 69m 2PN vuông vắn view QT, nội thất thông minh, giá 4 - 4,2tỷ.- Căn 73m, 2PN vuông vắn, ĐN view thành phố, 4,5-5tỷ bao phí.- Căn 3PN giá từ 5 tỷ - 5,6 tỷ.- Căn góc 3PN 115m sáng thoáng, 6 - 6,3 tỷ bao phí.- Căn 140m: Góc 3PN sáng, Đông Nam, 7,5 tỷ.- Căn góc 154m, 4PN, giá bán thỏa thuận.II. Quỹ căn to, duplex, sân vườn.- Căn 224m: 4PN, giá 9,5 tỷ.- Căn 180m góc: 3PN full nội thất sang, sửa đẹp. Giá 11.5 tỷ.- Căn 175m, đã sửa duplex rất đẹp, giá gồm cả nội thất rời mới: 7 - 7,8 tỷ.- Căn duplex 300m: Đã sửa 2 tầng tổng 500m, giá bán thỏa thuận.- Căn sân vườn 180m + 300m sân vườn, full nội thất đẹp. Giá bán thỏa thuận.- Căn 221m tòa R3, đã sửa full đồ đẹp hiện đại, giá 17 tỷ.- Căn 164m, 3PN nhà đã thiết kế đẹp, giá 9 tỷ.Cam kết của công ty chúng tôi:+ KH mua bán đàm phán trực tiếp chủ nhà. Giá được chào là giá chủ nhà đưa ra.+ Liên hệ xem nhà 24/7.+ Miễn phí tư vấn chính xác, nhiệt tình và hiệu quả.+ Miễn phí thủ tục pháp lý.+ Độc quyền nhiều căn vip - đẹp rẻ.Kho hàng còn rất nhiều căn đẹp và giá cả hợp lý. Quý khách LH để được tư vấn, gửi quỹ căn và đi xem căn hộ miễn phí: 0906 663 ***.",21.0026664733887,105.8154296875,,,Tây - Bắc,Đông - Nam,,3 phòng,,,
37724296,"Song lập San Hô, Tây Bắc 133m2 cần bán giá 18,xtỷ, view thoáng cạnh Vinuni, gần hồ lớn 0947 633 ***",/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/song-lap-150m2-can-ban-gap-17-x-ty-dn-view-vuon-hoa-gan-ho-va-vincom-09476-33333-pr37724296,Giá thỏa thuận,135.0,,,Gia Lâm,Hà Nội,2023-07-29,"['37724296-1.jpg', '37724296-2.jpg', '37724296-3.jpg', '37724296-4.jpg']",135 m²,Thỏa thuận,"Tôi cần bán nhanh căn song lập 135m² đất.Hướng: Tây tứ mệnh.Xây: 67m²/ sàn.Mặt tiền 8,4m.Xây 3,5 tầng hoàn thiện mặt ngoài.Mặt tiền rộng đỗ xe oto thoải mái ba bước chân ra tới hồ, vị trí đắc địa cạnh công viên cạnh Vinuni, gần shophouse đông vui, ngay trước nhà là công viên, bể bơi rất phù hợp với gia đình mua ở.Gần căn góc, gần ngã tư thoáng đẹp, giao thông thuận tiện vào nhà.Cam kết là căn song lập 3 mặt thoáng rẻ nhất còn sót lại thời điểm này.Sổ đỏ vĩnh viễn cầm tay không vay ngân hàng.LH: 0947 633 ***.Môi giới và quảng cáo vui lòng không gọi.",21.0024147033691,105.964111328125,"8,4 m",,,,4 tầng,,,Sổ đỏ/ Sổ hồng,
37711538,"Gặp gỡ bộ đôi ""hoa hậu"" gh1 & gh6 của glory heights ưu đãi ngay 10% ngày mở bán-không lo ls 8 năm",/ban-can-ho-chung-cu-duong-nguyen-xien-phuong-long-binh-3-prj-glory-heights-vinhomes-grand-park/gap-go-bo-doi-hoa-hau-gh1-gh6-cua-uu-dai-ngay-10-ngay-mo-ban-khong-lo-ls-8-nam-pr37711538,"2,54 tỷ",52.0,2.0,1.0,Quận 9,Hồ Chí Minh,2023-07-29,"['37711538-1.jpg', '37711538-2.jpg', '37711538-3.jpg', '37711538-4.jpg']",52 m²,"2,54 tỷ","* Giỏ hàng độc quyền, Tầm View đẹp ưu đãi chiết khấu cao Liên hệ ngay Hotline: 0902 445 *** Mr Mạnh - PKD Vinhomes Grand Park.* Uy tín - chuyên nghiệp - tận tâm giúp quý khách hàng có được sự lựa chọn tốt nhất cho các khoản đầu tư của mình là phương châm nghề nghiệp của em.* Glory Heights tung bộ tứ chính sách, phá vỡ kỷ lục tại bộ đôi hoa hậu GH1 - GH6.- Hội tụ những giá trị cao cấp nhất: Vị trí tâm điểm, tiện ích đỉnh cao, tầm view kiêu hãnh, Glory Heights đã tạo nên cơn địa chấn mạnh mẽ, thu hút sự quan tâm của đông đảo khách hàng và nhà đầu tư.- Để gia tăng cơ hội sở hữu bảo vật cho khách hàng, Glory Heights chính thức trình làng bộ tứ chính sách, phá vỡ mọi kỷ lục cho Bộ đôi hoa hậu GH1 - GH6. Sở hữu ngay hôm nay để nhận về:+ Chính sách 1: Thanh toán thảnh thơi, 2 năm nhận nhà. Bình quân ~1,5% GTCH/tháng.+ Chính sách 2: Thanh toán thảnh thơi, 4 năm nhận nhà. Bình quân ~0,8% GTCH/tháng.+ Chính sách 3: Nhận nhà trước, thanh toán sau. Hỗ trợ lãi suất 0% tới 2 năm.+ Chính sách 4: Bom tấn phá bỏ mọi giới hạn, không lo lãi suất tới 8 năm.* Đặc biệt, chỉ dành riêng cho khách đặt cọc trong sự kiện mở bán ngày 30.07.2023 ưu đãi 10% giá trị căn hộ.- Kiêu hãnh hiện diện giữa tâm điểm Vinhomes Grand Park, cộng thêm chính sách bán hàng bom tấn, GH1 - GH6 không chỉ định danh chất sống thượng lưu, mà còn đem đến cơ hội sinh lời đắt giá cho những chủ nhân xứng tầm.- Đừng bỏ lỡ cơ hội trở thành chủ nhân căn hộ thời thượng tại GH1 - GH6 để viết nên hành trình sống viên mãn và hoàn mỹ.* Liên hệ ngay Hotline: 0902 445 *** Mr Mạnh - PKD Vinhomes Grand Park để nhận tư vấn chi tiết!- Dấu ấn hào quang Nơi tâm điểm Vinhomes Grand ParK.",10.836082458496094,106.84791564941406,,,,,,2 phòng,1 phòng,,
37699339,"Chỉ với 99 triệu ký ngay HĐMB tặng kèm gói nội thất 40 - 60 triệu, cam kết cho thuê trong 3 năm",/ban-can-ho-chung-cu-duong-thuan-giao-25-phuong-thuan-giao-prj-legacy-prime/mua-nha-kem-day-du-noi-that-chi-voi-99-trieu-dong-an-binh-duong-pr37699339,"1,1 tỷ",32.0,1.0,1.0,Thuận An,Bình Dương,2023-07-29,"['37699339-1.jpeg', '37699339-2.jpg', '37699339-3.jpeg', '37699339-4.jpeg']",32 m²,"1,1 tỷ","Mua nhà kèm đầy đủ nội thất chỉ với 99 triệu đồng - tại Thuận An - Bình Dương?- Mua nhà chỉ bằng tiền thuê nhà...Vì đã có chủ đầu tư cam kết thuê lại trong 3 năm với số tiền từ 4 - 6 triệu/tháng.Dự án Legacy Prime với chính sách ưu đãi cao chính là điểm an cư lập nghiệp và đầu tư hợp lý cho khách hàng ngay tại thời điểm hiện tại, vì:Giá từ 1 tỷ đồng, trả trước chỉ 99tr/căn kí HDMBCH.Tặng kèm gói nội thất 40 - 60 triệu đồng.Hỗ trợ cho thuê 4 - 6tr/tháng trong vòng 3năm.Trả góp 6tr/tháng, chiết khấu lên đến 13%.Ngân hàng hỗ trợ 75%, lãi suất 0% đến khi nhận nhà, ân hạn nợ gốc 36 tháng. Sau khi nhận nhà lãi suất thấp hơn hoặc bằng 9.9%/năm.Pháp lý hoàn thiện, sổ hồng riêng thời hạn lâu dài.----------------------Tổng quan Legacy Prime.Vị trí: Mặt tiền đường Thuận Giao 25, phường Thuận Giao, TP Thuận An, Bình Dương.Quy mô: Gồm 2 tòa tháp cao 29 tầng nổi và 1 tầng hầm.Đơn vị quản lý: Savitas.Chủ đầu tư: Thuận Lợi.Thi công xây dựng: Tập đoàn Hoà Bình.Quý 1/2024 bàn giao nhà.Diện tích đa dạng từ: 33m² - 60m².Bàn giao nhà có nội thất căn bản (tủ bếp, thiết bị vệ sinh cao cấp Toto, thẻ từ thang máy và khóa, bảo vệ 24/7... ).Tiện ích:- Gần trung tâm hành chính.- Gần KCN, chợ Thuận Giao, BV, Trường Học các cấp.- Cách Tp. HCM 20 phút đi xe.- Cách Bệnh viện 5 Phút, ủy ban, trường học, chợ bán kính 500m.- Trung tâm thương mại, hồ bơi tràn bờ, công viên giải trí, BBQ, gym, spa, siêu thị, coffee shop, nhà hàng...Đặt biệt:Legacy Prime hiện tại đã cất nóc và đang hoàn thiện bên trong, bàn giao nội thất hoàn chỉnh,* Và điều quan trọng là khách hàng còn được trãi nghiệm tham quan nhà mẫu tại tầng 16 của căn hộ.Hotline: 0984 262 *** - Zalo/Face (24/7).",10.9580678939819,106.719703674316,,,,,,1 phòng,1 phòng,Sổ Hồng sở hữu Vĩnh viễn,Bàn giao nội thất hoàn thiện
37774939,Chỉ cần vốn 1 tỷ (30%) sở hữu ngay căn hộ Tecco Garden đã có sổ đỏ nhận nhà ở ngay,/ban-can-ho-chung-cu-duong-tu-hiep-xa-tu-hiep-prj-tecco-garden/chi-von-1-ty-30-so-huu-ngay-da-co-so-do-nhan-nha-o-ngay-pr37774939,"3,18 tỷ",127.0,4.0,,Thanh Trì,Hà Nội,2023-07-29,"['37774939-1.jpg', '37774939-2.jpg', '37774939-3.jpg', '37774939-4.jpg']",127 m²,25 triệu/m²,"Căn hộ giá tốt cuối cùng chỉ hơn 3 tỷ/ căn 4PN. Chỉ cần 30% (1 tỷ) là nhận nhà, đóng tiến độ trong 24 tháng, cơ hội quá tốt cho những Khách hàng chưa đủ tài chính mà vẫn muốn sở hữu ngay căn hộ rộng rãi, đẳng cấp.* CSBH ưu đãi:+ Chỉ cần 1 tỷ (30%) là nhận nhà, trả chậm trong 24 tháng.+ Cam kết mua lại sau 18 tháng.+ Chiết khấu 9% GTCH khi thanh toán sớm 100% GTCH.+ Vay 70% GTCH, hỗ trợ lãi suất 0% 18 tháng, ân hạn nợ gốc.Ngân hàng BIDV, Agribank.Quỹ căn giá tốt đợt cuối nhận nhà ở ngay:+ Căn hộ 3PN + 1 - 4PN góc DT thông thủy: 127m² - 134m² - 141m² chỉ từ hơn 3 tỷ.+ 1 tầng 8 căn hộ sử dụng 4 thang máy.+ 100% các căn hộ góc có 2 logia, ban công thoáng mát rộng lớn.* Bàn giao:Nâng cấp các hạng mục bàn giao cao cấp:Sàn gỗ nhập khẩu, trần thạch cao, đèn led downlight, khóa từ vân tay, smart life, thiết bị WC cao cấp, tủ lavabor, vách tắm kính, nóng lạnh,...* Ưu điểm nổi trội của dự án Garden.1. Trung tâm hành chính mới phía nam Hà Nội. Vị trí trung tâm giao thông thuận lợi, kết nối dễ dàng.2. Pháp lý dự án đầy đủ, rõ ràng, nhận nhà Ở ngay, căn hộ đã có sổ đỏ.3. Chủ đầu tư uy tín, tiềm lực tài chính mạnh mẽ với 20 năm kinh nghiệm xây dựng & phát triển bất động sản.4. Hạ tầng đồng bộ, tiếp giáp các KĐT lớn Pháp Vân, Tứ Hiệp, Linh Đàm.5. Thiết kế thông minh, tối ưu hóa công năng sử dụng. 100% căn hộ có 2 ban công, 3 WC thông thoáng.- Phòng bếp riêng biệt: Thiết kế chuẩn theo phòng thủy, tạo không gian sống sang trọng tiện nghi.- Thích hợp cho các gia đình 2 - 3 thế hệ muốn tìm chốn an cư lâu dài, tạo sự gắn kết cho các thành viên trong gia đình.6. Tiện ích nội ngoại khu chất lượng cao đảm bảo cuộc sống tiện nghi, khuôn viên cây xanh, nhà hàng ăn uống, khu vui chơi thể thao đã hiện hữu.Để được tư vấn, xem căn mẫu vui lòng liên hệ trực tiếp TPKD Chủ đầu tư:Hotline: 0975 362 ***",20.94645881652832,105.85578155517578,,,,,,4 phòng,,,
37423641,Quỹ căn mới nhất Royal City 7/2023 - giá tốt - xem nhà 24/7 - khách mua làm việc trực tiếp chủ nhà,/ban-can-ho-chung-cu-duong-nguyen-trai-phuong-thuong-dinh-prj-royal-city/chuyen-nhuong-royalcity-thang-6-2023-tu-van-xem-nha-24-7-khach-mua-lam-viec-truc-tiep-chu-nha-pr37423641,"5,1 tỷ",109.0,2.0,2.0,Thanh Xuân,Hà Nội,2023-07-29,"['37423641-1.jpg', '37423641-2.jpg', '37423641-3.jpg', '37423641-4.jpg']",109 m²,"5,1 tỷ","Minh Tuấn chuyên mua bán, cho thuê chung cư Royal City, 72A Nguyễn Trãi, Thanh Xuân, Hà Nội.Để được tư vấn nhanh chính xác nhất quý khách hàng gọi ngay Mr Tuấn: 0961 599 ***- Giá cam kết rẻ nhất thị trường.- Tư vấn nhiệt tình chính xác nhất.- Văn phòng ngay tại Royal nên xem nhà bất kể khi nào 24/7.- Ký hợp đồng trực tiếp với chủ nhà.- Khách mua được xem trực tiếp căn hộ, làm việc chính chủ.- Hỗ trợ tư vấn về pháp lý và thủ tục sang tên sổ đỏ trong suốt thời gian mua bán.- Cập nhật quỹ căn mới nhất tháng 6/2023.1 - Toà R4 và toà R5.Căn 93m ban công ĐB giá 4,7 tỷ bao tên. Ban công TB giá 4,5 tỷ bao tên.Căn số 11 và căn số 16, tòa R4 cửa hướng Tây, ban công hướng Đông. Diện tích 103m, giá 4,6 tỷ.Căn 102.1m giá 4,8 tỷ bao tên (sửa thành 3 phòng ngủ).Căn 112.4m ban công TB giá 4.9 tỷ bao tên.Căn 104.9m ban công ĐB giá 4.9 tỷ bao tên.Căn 104.9m ban công ĐN giá 5,1 tỷ.Căn 06 112.4m ban công ĐN giá 5,2 tỷ bao tên.Căn 131.4m giá 6,8 tỷ bao tên (căn góc 3 phòng ngủ thoáng).Căn 132m giá 6,2 tỷ bao tên (căn 3 phòng ngủ).Căn 137.6m giá 6.9 tỷ bao tên (3 phòng ngủ).Căn góc 133m ban công ĐN - ĐB, sổ đỏ, đủ nội thất giá 6,9 tỷ bao tên.Tư vấn 24/7 gọi ngay Minh Tuấn: 0961 599 ***2 - Toà R6 mặt đường Nguyễn Trãi.Căn 55m² giá 2,9 tỷ (1PN).Căn 69 - 72 - 82m² giá 3,8 - 4,4 tỷ bao tên (2PN).Căn 94 - 103 - 112m². Giá 4,9 tỷ - 5,9 tỷ (3PN).Căn góc 115m² giá 6,5 - 7,2 tỷ.Căn 143,5 - 154,5m². Giá 7,8 - 8,9 tỷ (4PN).Tư vấn 24/7 gọi ngay Minh Tuấn: 0961 599 ***3 - toà R3 trung tâm quảng trường.Căn 109m² giá 4,9 tỷ - 5,7 tỷ bao tên.Căn 121m² - 123m². Giá 5,7 tỷ - 6,3 tỷ bao tên (căn 3 phòng ngủ).Căn 131.4m², view quảng trường, giá 8,8 tỷ bao tên (căn 3 phòng ngủ).Căn 157m² - 175m² - 195m², view quảng trường, giá 9,8 tỷ - 15 tỷ bao tên (căn 3 phòng ngủ).Căn 221m căn góc vip, view quảng trường. Giá 16 tỷ - 22 tỷ (4 phòng ngủ).Tư vấn 24/7 gọi ngay Minh Tuấn: 0961 599 ***4 - toà R1 & toà R2.Căn số 12 - DT 88,3m ban công TB, giá bán 4,1 tỷ.Căn số 27 - DT 89,6m ban công ĐB giá 4,3 tỷ ban công view khuôn viên.Căn số 12B - DT 104.8m ban công TB giá 4,7 tỷ view thành phố.Căn số 24 - DT 96,3m ban công ĐB giá 4,5 tỷ cả ba phòng thoáng sáng, view bể bơi.Căn số 05 - DT 109m ban công ĐN giá 4,8 tỷ View khuôn viên.Căn số 4 và 6 - DT 109m ban công TB giá 4,8 tỷ view thành phố.Căn số 9 DT 110m ban công ĐN giá bán 4,9 tỷ.Căn 18 và 20 - DT 124,6m ban công chính Nam giá 4,9 tỷ view khuôn viên.Căn số 08 - DT 114,5m ban công TB giá 5,1 tỷ căn 2 PN siêu đẹp, 3 phòng thoáng sáng.Căn 12A - DT 145,2m ban công ĐN giá 5,9 tỷ View bể bơi.Căn hộ duplex 3 phòng ngủ 190m giá siêu rẻ 7,3 tỷ nội thất nhà đẹp long lanh.Căn số 1 - DT 181.4m ban công ĐN ĐB giá 9,6 tỷ căn góc, ba phòng ngủ thoáng sáng.Mua nhà giá tốt - liên hệ ngay MR Tuấn: 0961 599 ***.Phục vụ 24/7 cả ngày lễ tết và cuối tuần.Trân trọng!",21.0026664733887,105.8154296875,,,,,,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ
35503140,"Chính chủ bán nhà mặt phố 171 Láng Hạ, diện tích 56.5m2 giá 20 tỷ có thương lượng",/ban-nha-mat-pho-pho-lang-ha-phuong-lang-ha/ban-171-dien-tich-56-5m2-gia-22-ty-co-thuong-luong-pr35503140,20 tỷ,56.5,4.0,3.0,Đống Đa,Hà Nội,2023-07-29,"['35503140-1.jpg', '35503140-2.jpg', '35503140-3.jpg', '35503140-4.jpg']","56,5 m²",20 tỷ,"Chính chủ bán nhà mặt phố tại 171 Láng Hạ, Đống Đa HN.Nhà có 2 mặt tiền, 1 mặt tiền ngã tư 3,87m, 1 mặt ngõ ô tô vào nhà.Nội thất cơ bản thiết kế thông sàn kinh doanh.Nằm ngay tại ngã tư Láng Hạ khu vực kinh doanh sầm uất.Diện tích: 56.5m2x4 tầng và nhà đang cho thuê 40 triệu/1 tháng.Có sổ đỏ chính chủ vuông.Giá bán: 20tỷ(có thương lượng).Liên hệ: Anh hà: 0913 257 ***",21.0153717,105.8128851,"3,87 m",,,,4 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,
37730039,"Bán TMDV San Hô kinh doanh được, rẻ nhất thị trường giá chỉ 7,x tỷ",/ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-tmdv-san-ho-kinh-doanh-duoc-re-nhat-thi-truong-chi-7-x-ty-pr37730039,"7,95 tỷ",74.3,5.0,,Gia Lâm,Hà Nội,2023-07-29,"['37730039-1.jpeg', '37730039-2.jpeg', '37730039-3.jpeg', '37730039-4.jpeg']","74,3 m²","7,95 tỷ","Bán TMDV SH2A.SP-2B.09 rẻ nhất, xây mật độ nhiều nhất tại Vinhomes Ocean Park, mua ở hoặc kinh doanh đều ok.DT 74,3m².Mặt tiền 5,5m.Tầng 1 xây 65m².Tổng xây dựng 317m².Vị trí cách hồ điều hoà 40m.Đối diện cổng trường Vinuni.Khu vực kinh doanh sầm uất gần chung cư, trường học, bệnh viện.Giá bán 7,x tỷ bao phí (x trung học), vốn ban đầu nếu vay ngân hàng chỉ hơn 2tỷ.LH: 0911 269 *** để đi xem nhà.",21.00241470336914,105.964111328125,"5,5 m",13 m,,,5 tầng,5 phòng,,,
37226701,"Cắt lỗ 200tr lô góc cách QL21 800m, cách cổng ĐHQG 1km, xây trọ hoặc đầu tư đều đẹp",/ban-dat-xa-co-dong/lo-lk-mat-tien-5m-khu-xom-tro-moi-cat-lo-thu-ve-860tr-duong-thong-gan-ql21-va-dhqg-pr37226701,"1,06 tỷ",68.0,,,Sơn Tây,Hà Nội,2023-07-29,"['37226701-1.jpg', '37226701-2.jpeg', '37226701-3.jpg', '37226701-4.jpg']",68 m²,"1,06 tỷ","Cắt lỗ 200tr bán nhanh lô đất liền kề khu xóm trọ mới Cổ Đông, cách chợ ngã 3 sầm uất nhất Hoà Lạc chỉ 1km.Cách cổng Đại học Quốc Gia Hà Nội chỉ 1km và QL21 chỉ 800m.Cách khu CNC và ĐH FPT, Viettel chỉ 3km.- DT: 68m².- Giá 1,060 tỷ (Có thương lượng).- Hướng Đông Nam mát mẻ.- Sát đường QL21 mở rộng 80m, đi 3 phút ra ĐH Quốc Gia và đại học FPT và khu CNC...- Sẵn sổ, full 100% đất ở lâu dài, xây dựng dưới 7 tầng cho thuê trọ.- Lối vào từ QL21 100% đường nhựa liên xã 2 xe tải tránh nhau.- Ngay cạnh Trường Tiểu học và nhà văn hóa, sân bóng Đồng Trạng.- Cam kết ảnh và thông tin hoàn toàn chính xác tránh mất thời gian 2 bên.* LH chính chủ: 0986 432 ***",21.059534781393122,105.51546881753924,5 m,8 m,Đông - Nam,,,,,Sổ đỏ.,
37226701,"Cắt lỗ 200tr lô góc cách QL21 800m, cách cổng ĐHQG 1km, xây trọ hoặc đầu tư đều đẹp",/ban-dat-xa-co-dong/lo-lk-mat-tien-5m-khu-xom-tro-moi-cat-lo-thu-ve-860tr-duong-thong-gan-ql21-va-dhqg-pr37226701,"1,06 tỷ",68.0,,,Sơn Tây,Hà Nội,2023-07-29,"['37226701-1.jpg', '37226701-2.jpeg', '37226701-3.jpg', '37226701-4.jpg']",68 m²,"1,06 tỷ","Cắt lỗ 200tr bán nhanh lô đất liền kề khu xóm trọ mới Cổ Đông, cách chợ ngã 3 sầm uất nhất Hoà Lạc chỉ 1km.Cách cổng Đại học Quốc Gia Hà Nội chỉ 1km và QL21 chỉ 800m.Cách khu CNC và ĐH FPT, Viettel chỉ 3km.- DT: 68m².- Giá 1,060 tỷ (Có thương lượng).- Hướng Đông Nam mát mẻ.- Sát đường QL21 mở rộng 80m, đi 3 phút ra ĐH Quốc Gia và đại học FPT và khu CNC...- Sẵn sổ, full 100% đất ở lâu dài, xây dựng dưới 7 tầng cho thuê trọ.- Lối vào từ QL21 100% đường nhựa liên xã 2 xe tải tránh nhau.- Ngay cạnh Trường Tiểu học và nhà văn hóa, sân bóng Đồng Trạng.- Cam kết ảnh và thông tin hoàn toàn chính xác tránh mất thời gian 2 bên.* LH chính chủ: 0986 432 ***",21.059534781393122,105.51546881753924,5 m,8 m,Đông - Nam,,,,,Sổ đỏ.,
